id,gender,region,age
7133,1,"zilinsky kraj, kysucke nove mesto",23
7134,1,"zilinsky kraj, kysucke nove mesto",22
7135,0,"zilinsky kraj, cadca",13
7136,0,"zilinsky kraj, cadca",12
7138,1,"zilinsky kraj, kysucke nove mesto",24
7139,1,"banskobystricky kraj, brezno",22
7140,1,"banskobystricky kraj, banska bystrica",24
7141,1,"banskobystricky kraj, banska bystrica",22
7142,1,"bratislavsky kraj, bratislava - nove mesto",25
7143,0,"nitriansky kraj, nove zamky",22
7144,1,"banskobystricky kraj, brezno",25
7145,1,"bratislavsky kraj, bratislava - petrzalka",24
7146,1,"banskobystricky kraj, banska bystrica",26
7147,1,"zahranicie, zahranicie - francuzsko",20
7149,1,"banskobystricky kraj, brezno",27
7150,1,"banskobystricky kraj, brezno",21
7151,1,"banskobystricky kraj, banska bystrica",24
7152,1,"banskobystricky kraj, brezno",28
7153,0,"banskobystricky kraj, banska bystrica",27
7154,1,"banskobystricky kraj, brezno",27
7155,1,"banskobystricky kraj, banska bystrica",0
7157,0,"banskobystricky kraj, banska bystrica",21
7158,0,"banskobystricky kraj, banska bystrica",0
7159,0,"banskobystricky kraj, banska bystrica",21
7160,1,"trnavsky kraj, velky meder",0
7161,0,"zilinsky kraj, cadca",20
7162,1,"zilinsky kraj, zilina",22
7163,0,"zilinsky kraj, cadca",0
7164,0,"zilinsky kraj, cadca",0
7165,1,"zilinsky kraj, cadca",0
7166,0,"zilinsky kraj, cadca",21
7167,0,"zilinsky kraj, cadca",0
7168,1,"zilinsky kraj, cadca",27
7170,0,"bratislavsky kraj, bratislava - karlova ves",22
7171,1,"zilinsky kraj, zilina",15
7172,1,"zilinsky kraj, cadca",0
7173,1,"zilinsky kraj, zilina",0
7174,1,"zilinsky kraj, cadca",22
7175,0,"zilinsky kraj, cadca",21
7176,0,"zilinsky kraj, cadca",24
7177,0,"zilinsky kraj, zilina",25
7178,1,"zilinsky kraj, cadca",0
7179,0,"zilinsky kraj, bytca",24
7180,1,"zilinsky kraj, cadca",23
7181,1,"zilinsky kraj, zilina",26
7182,1,"zilinsky kraj, zilina",0
7183,0,"zilinsky kraj, zilina",21
7184,0,"zilinsky kraj, rajecke teplice",19
7185,0,"zilinsky kraj, zilina",18
7186,0,"zilinsky kraj, zilina",20
7187,0,"banskobystricky kraj, brezno",22
7188,0,"banskobystricky kraj, brezno",19
7189,1,"banskobystricky kraj, brezno",21
7190,0,"banskobystricky kraj, brezno",16
7191,1,"banskobystricky kraj, brezno",18
7192,1,"banskobystricky kraj, brezno",23
7193,1,"kosicky kraj, kosice - zapad",24
7194,1,"banskobystricky kraj, brezno",21
7195,0,"nitriansky kraj, nove zamky",44
7196,1,"banskobystricky kraj, brezno",22
7197,1,"nitriansky kraj, nove zamky",0
7198,0,"banskobystricky kraj, banska bystrica",23
7199,0,"banskobystricky kraj, brezno",21
7200,0,"banskobystricky kraj, brezno",21
7201,1,"banskobystricky kraj, brezno",0
7202,1,"banskobystricky kraj, brezno",23
7203,1,"banskobystricky kraj, brezno",0
7204,1,"zahranicie, zahranicie - ostatne",51
7205,0,"banskobystricky kraj, brezno",0
7206,1,"banskobystricky kraj, brezno",28
7207,0,"banskobystricky kraj, brezno",21
7208,1,"banskobystricky kraj, brezno",24
7209,1,"zahranicie, zahranicie - nemecko",23
7210,0,"banskobystricky kraj, brezno",18
7211,1,"zilinsky kraj, cadca",22
7212,0,"zilinsky kraj, cadca",21
7214,0,"zilinsky kraj, cadca",21
7215,0,"zilinsky kraj, zilina",18
7217,0,"zilinsky kraj, cadca",20
7218,0,"zilinsky kraj, kysucke nove mesto",18
7220,1,"zilinsky kraj, cadca",20
7221,1,"zilinsky kraj, kysucke nove mesto",21
7223,0,"nitriansky kraj, nove zamky",19
7224,1,"zilinsky kraj, bytca",0
7225,1,"zilinsky kraj, cadca",22
7227,1,"zahranicie, zahranicie - australia",0
7228,0,"zilinsky kraj, kysucke nove mesto",19
7229,0,"zilinsky kraj, cadca",20
7230,1,"banskobystricky kraj, brezno",21
7231,1,"banskobystricky kraj, brezno",24
7232,1,"banskobystricky kraj, nova bana",22
7233,1,"presovsky kraj, giraltovce",0
7234,0,"zahranicie, zahranicie - ostatne",0
7235,1,"zahranicie, zahranicie - australia",0
7236,1,"zahranicie, zahranicie - gb",21
7237,1,"trnavsky kraj, vrbove",23
7238,1,"banskobystricky kraj, banska bystrica",0
7239,0,"banskobystricky kraj, brezno",22
7241,0,"banskobystricky kraj, brezno",19
7242,1,"banskobystricky kraj, zvolen",27
7244,1,"banskobystricky kraj, brezno",19
7245,1,"trenciansky kraj, prievidza",27
7246,1,"bratislavsky kraj, bratislava - petrzalka",0
7247,1,"banskobystricky kraj, brezno",29
7249,1,"zilinsky kraj, zilina",20
7251,1,"zilinsky kraj, zilina",0
7255,1,"zilinsky kraj, zilina",0
7256,1,"zilinsky kraj, zilina",0
7257,1,"zilinsky kraj, cadca",20
7258,1,"zilinsky kraj, zilina",23
7259,0,"zilinsky kraj, cadca",18
7260,1,"zilinsky kraj, zilina",19
7261,0,"banskobystricky kraj, brezno",20
7262,1,"banskobystricky kraj, brezno",21
7263,1,"zilinsky kraj, cadca",19
7264,1,"zahranicie, zahranicie - ostatne",23
7265,1,"zilinsky kraj, kysucke nove mesto",22
7266,1,"zilinsky kraj, kysucke nove mesto",0
7267,1,"zilinsky kraj, kysucke nove mesto",21
7268,0,"zilinsky kraj, cadca",0
7269,0,"zilinsky kraj, cadca",20
7270,0,"bratislavsky kraj, bratislava - petrzalka",0
7271,0,"zilinsky kraj, kysucke nove mesto",24
7272,0,"zilinsky kraj, zilina",18
7275,1,"kosicky kraj, kosice - barca",23
7277,1,"kosicky kraj, michalovce",26
7279,1,"kosicky kraj, michalovce",0
7280,1,"kosicky kraj, michalovce",25
7281,0,"zilinsky kraj, cadca",17
7282,0,"kosicky kraj, michalovce",0
7283,0,"zilinsky kraj, zilina",20
7284,0,"kosicky kraj, michalovce",22
7285,1,"zahranicie, zahranicie - ostatne",0
7287,1,"kosicky kraj, michalovce",21
7288,1,"kosicky kraj, michalovce",26
7289,0,"zilinsky kraj, tvrdosin",20
7290,0,"zilinsky kraj, zilina",22
7291,0,"zilinsky kraj, cadca",25
7292,0,"trnavsky kraj, hlohovec",23
7293,0,"zilinsky kraj, zilina",22
7294,0,"zilinsky kraj, cadca",22
7295,1,"zilinsky kraj, cadca",21
7296,0,"zilinsky kraj, cadca",24
7297,1,"zilinsky kraj, zilina",22
7298,0,"zilinsky kraj, zilina",21
7299,1,"zilinsky kraj, cadca",23
7300,0,"zilinsky kraj, cadca",21
7301,0,"zilinsky kraj, cadca",21
7302,0,"zilinsky kraj, zilina",22
7304,0,"zilinsky kraj, rajecke teplice",20
7305,1,"zilinsky kraj, kysucke nove mesto",0
7306,1,"zilinsky kraj, cadca",0
7307,0,"banskobystricky kraj, zvolen",23
7308,0,"zilinsky kraj, cadca",12
7309,0,"nitriansky kraj, nove zamky",18
7310,0,"zilinsky kraj, cadca",0
7311,0,"banskobystricky kraj, revuca",0
7312,0,"zahranicie, zahranicie - ostatne",20
7314,0,"banskobystricky kraj, brezno",18
7315,1,"nitriansky kraj, nove zamky",0
7316,1,"banskobystricky kraj, brezno",21
7317,1,"nitriansky kraj, nove zamky",21
7318,1,"banskobystricky kraj, brezno",22
7319,0,"banskobystricky kraj, brezno",23
7320,0,"banskobystricky kraj, brezno",0
7321,1,"banskobystricky kraj, brezno",21
7322,1,"banskobystricky kraj, brezno",21
7323,0,"nitriansky kraj, nove zamky",20
7324,0,"banskobystricky kraj, brezno",32
7325,1,"banskobystricky kraj, brezno",24
7326,0,"banskobystricky kraj, brezno",20
7327,1,"banskobystricky kraj, brezno",32
7329,1,"banskobystricky kraj, brezno",18
7330,1,"banskobystricky kraj, brezno",20
7331,0,"banskobystricky kraj, brezno",21
7332,0,"banskobystricky kraj, brezno",19
7333,0,"banskobystricky kraj, hrinova",23
7336,0,"banskobystricky kraj, brezno",15
7337,0,"zilinsky kraj, zilina",19
7338,0,"zahranicie, zahranicie - usa",0
7342,0,"zilinsky kraj, kysucke nove mesto",21
7343,1,"banskobystricky kraj, brezno",0
7344,1,"banskobystricky kraj, brezno",0
7345,1,"zilinsky kraj, rajec",23
7347,0,"banskobystricky kraj, brezno",17
7348,0,"banskobystricky kraj, brezno",16
7350,1,"zilinsky kraj, cadca",21
7351,0,"banskobystricky kraj, brezno",18
7352,1,"zilinsky kraj, zilina",21
7354,0,"zilinsky kraj, bytca",22
7357,0,"zilinsky kraj, zilina",0
7358,1,"zahranicie, zahranicie - francuzsko",0
7361,1,"kosicky kraj, sobrance",31
7362,1,"kosicky kraj, michalovce",0
7363,1,"zilinsky kraj, zilina",0
7364,1,"zilinsky kraj, cadca",21
7365,0,"zilinsky kraj, zilina",21
7366,0,"zilinsky kraj, kysucke nove mesto",24
7367,0,"zilinsky kraj, cadca",20
7368,0,"zilinsky kraj, zilina",19
7370,1,"zilinsky kraj, zilina",22
7371,1,"zahranicie, zahranicie - ostatne",0
7372,1,"zilinsky kraj, zilina",21
7373,1,"zilinsky kraj, kysucke nove mesto",23
7374,1,"zilinsky kraj, bytca",0
7375,1,"zilinsky kraj, zilina",19
7376,1,"zilinsky kraj, zilina",26
7377,0,"zilinsky kraj, cadca",0
7379,1,"zilinsky kraj, zilina",23
7381,1,"zilinsky kraj, zilina",19
7382,1,"zilinsky kraj, zilina",23
7383,1,"zahranicie, zahranicie - gb",22
7384,1,"zilinsky kraj, zilina",0
7385,0,"zilinsky kraj, zilina",19
7386,1,"zilinsky kraj, zilina",24
7387,1,"zilinsky kraj, zilina",18
7388,1,"zilinsky kraj, kysucke nove mesto",20
7389,0,"banskobystricky kraj, brezno",0
7390,0,"zilinsky kraj, liptovsky mikulas",20
7391,0,"banskobystricky kraj, brezno",23
7392,0,"banskobystricky kraj, dudince",21
7393,0,"banskobystricky kraj, brezno",19
7394,0,"banskobystricky kraj, brezno",19
7395,0,"banskobystricky kraj, brezno",0
7396,0,"banskobystricky kraj, brezno",20
7397,1,"banskobystricky kraj, revuca",22
7398,1,"zilinsky kraj, kysucke nove mesto",23
7399,1,"nitriansky kraj, nove zamky",20
7400,0,"banskobystricky kraj, brezno",21
7401,0,"banskobystricky kraj, brezno",20
7402,0,"banskobystricky kraj, brezno",0
7403,0,"nitriansky kraj, nove zamky",0
7404,0,"banskobystricky kraj, brezno",20
7405,1,"banskobystricky kraj, brezno",27
7406,0,"banskobystricky kraj, brezno",19
7407,1,"banskobystricky kraj, brezno",17
7408,1,"nitriansky kraj, nove zamky",0
7409,0,"banskobystricky kraj, brezno",19
7410,1,"banskobystricky kraj, brezno",0
7411,1,"banskobystricky kraj, brezno",22
7412,1,"nitriansky kraj, nove zamky",19
7413,0,"ceska republika, cz - praha",20
7414,0,"banskobystricky kraj, brezno",20
7415,1,"zahranicie, zahranicie - francuzsko",20
7416,1,"banskobystricky kraj, brezno",0
7417,1,"zilinsky kraj, zilina",20
7418,1,"banskobystricky kraj, rimavska sobota",0
7419,0,"zilinsky kraj, zilina",20
7421,0,"zilinsky kraj, zilina",0
7422,0,"banskobystricky kraj, brezno",0
7423,0,"banskobystricky kraj, brezno",16
7424,0,"banskobystricky kraj, rimavska sobota",18
7426,1,"banskobystricky kraj, brezno",43
7428,1,"trnavsky kraj, trnava",20
7430,0,"banskobystricky kraj, detva",19
7431,0,"banskobystricky kraj, brezno",0
7432,0,"bratislavsky kraj, malacky",21
7433,0,"banskobystricky kraj, brezno",17
7434,0,"banskobystricky kraj, brezno",18
7436,1,"banskobystricky kraj, detva",16
7437,1,"banskobystricky kraj, brezno",0
7438,0,"ceska republika, cz - praha",0
7439,0,"trnavsky kraj, gbely",19
7440,0,"banskobystricky kraj, brezno",18
7441,1,"banskobystricky kraj, banska bystrica",32
7442,1,"zilinsky kraj, zilina",20
7443,1,"zilinsky kraj, zilina",23
7444,0,"nitriansky kraj, nitra",17
7445,1,"zilinsky kraj, zilina",26
7446,0,"trenciansky kraj, povazska bystrica",16
7447,0,"zilinsky kraj, bytca",22
7448,0,"zahranicie, zahranicie - usa",0
7449,0,"zilinsky kraj, zilina",21
7450,0,"presovsky kraj, bardejov",0
7451,0,"banskobystricky kraj, velky krtis",0
7452,0,"trnavsky kraj, dunajska streda",18
7453,0,"zahranicie, zahranicie - gb",25
7454,0,"zahranicie, zahranicie - usa",26
7455,0,"zilinsky kraj, zilina",22
7456,0,"zilinsky kraj, zilina",20
7457,0,"zilinsky kraj, zilina",0
7458,0,"zahranicie, zahranicie - ostatne",17
7459,0,"zilinsky kraj, zilina",18
7460,0,"ceska republika, cz - praha",0
7461,0,"zilinsky kraj, zilina",0
7462,0,"zilinsky kraj, bytca",21
7463,1,"banskobystricky kraj, lucenec",16
7464,1,"zilinsky kraj, zilina",22
7465,1,"zahranicie, zahranicie - ostatne",0
7466,1,"zilinsky kraj, zilina",21
7467,0,"nitriansky kraj, nitra",0
7468,0,"zilinsky kraj, kysucke nove mesto",19
7469,0,"zilinsky kraj, zilina",22
7470,1,"zilinsky kraj, zilina",21
7471,0,"bratislavsky kraj, pezinok",0
7472,1,"zilinsky kraj, zilina",22
7473,0,"kosicky kraj, dobsina",16
7474,0,"zilinsky kraj, zilina",23
7475,1,"kosicky kraj, spisska nova ves",15
7476,0,"zilinsky kraj, zilina",22
7477,0,"zilinsky kraj, zilina",19
7478,0,"zilinsky kraj, zilina",22
7479,1,"nitriansky kraj, sala",18
7480,0,"trenciansky kraj, ilava",28
7481,0,"zahranicie, zahranicie - gb",0
7482,0,"banskobystricky kraj, tisovec",29
7483,1,"zilinsky kraj, zilina",0
7484,1,"zilinsky kraj, kysucke nove mesto",21
7486,1,"nitriansky kraj, nove zamky",0
7487,0,"zilinsky kraj, kysucke nove mesto",0
7489,1,"zilinsky kraj, rajec",0
7490,1,"banskobystricky kraj, brezno",25
7491,0,"banskobystricky kraj, rimavska sobota",21
7492,0,"nitriansky kraj, nove zamky",18
7493,0,"banskobystricky kraj, brezno",23
7494,1,"nitriansky kraj, nove zamky",20
7495,0,"banskobystricky kraj, brezno",21
7497,0,"banskobystricky kraj, brezno",0
7499,1,"nitriansky kraj, nove zamky",0
7500,1,"banskobystricky kraj, banska bystrica",0
7501,1,"kosicky kraj, michalovce",26
7502,0,"kosicky kraj, michalovce",23
7503,1,"zilinsky kraj, zilina",0
7504,0,"kosicky kraj, spisska nova ves",18
7505,0,"zilinsky kraj, zilina",23
7506,0,"ceska republika, cz - jihomoravsky kraj",21
7507,0,"zilinsky kraj, zilina",22
7508,1,"banskobystricky kraj, velky krtis",0
7509,1,"zilinsky kraj, zilina",21
7510,0,"zilinsky kraj, zilina",22
7511,0,"nitriansky kraj, nitra",24
7512,0,"zilinsky kraj, zilina",0
7513,0,"banskobystricky kraj, brezno",24
7514,0,"zilinsky kraj, zilina",23
7515,0,"zilinsky kraj, zilina",21
7516,1,"presovsky kraj, presov",0
7517,1,"zilinsky kraj, zilina",22
7518,0,"zilinsky kraj, zilina",0
7519,1,"bratislavsky kraj, bratislava - ostatne",32
7520,0,"zilinsky kraj, zilina",23
7522,1,"banskobystricky kraj, brezno",21
7523,0,"banskobystricky kraj, brezno",0
7524,0,"banskobystricky kraj, brezno",0
7525,0,"banskobystricky kraj, brezno",0
7526,0,"banskobystricky kraj, brezno",0
7527,0,"zahranicie, zahranicie - francuzsko",0
7528,0,"banskobystricky kraj, brezno",0
7529,0,"banskobystricky kraj, brezno",16
7530,1,"presovsky kraj, bardejov",0
7531,0,"banskobystricky kraj, brezno",16
7532,1,"banskobystricky kraj, brezno",27
7533,0,"kosicky kraj, dobsina",0
7534,0,"banskobystricky kraj, brezno",21
7535,0,"banskobystricky kraj, brezno",0
7536,1,"zilinsky kraj, namestovo",23
7537,1,"zilinsky kraj, zilina",17
7538,1,"zilinsky kraj, zilina",23
7540,1,"zilinsky kraj, zilina",18
7541,1,"zilinsky kraj, zilina",0
7544,1,"zilinsky kraj, zilina",18
7545,0,"zilinsky kraj, cadca",17
7547,0,"zilinsky kraj, cadca",0
7548,1,"zilinsky kraj, cadca",18
7549,0,"trenciansky kraj, trencin",21
7550,1,"zilinsky kraj, bytca",22
7553,0,"zilinsky kraj, zilina",0
7558,0,"zilinsky kraj, bytca",18
7563,0,"zilinsky kraj, kysucke nove mesto",17
7564,1,"banskobystricky kraj, banska bystrica",24
7565,1,"banskobystricky kraj, banska bystrica",0
7566,0,"zilinsky kraj, zilina",0
7567,1,"kosicky kraj, michalovce",23
7568,1,"banskobystricky kraj, banska bystrica",23
7569,1,"zilinsky kraj, zilina",21
7570,1,"kosicky kraj, roznava",0
7571,1,"banskobystricky kraj, banska bystrica",0
7572,0,"kosicky kraj, michalovce",15
7573,1,"banskobystricky kraj, banska bystrica",0
7574,1,"zilinsky kraj, bytca",17
7575,1,"kosicky kraj, michalovce",23
7576,1,"banskobystricky kraj, banska bystrica",24
7577,1,"zilinsky kraj, liptovsky mikulas",22
7578,0,"banskobystricky kraj, banska bystrica",25
7579,1,"kosicky kraj, kosice - juh",0
7580,1,"kosicky kraj, michalovce",0
7581,1,"kosicky kraj, michalovce",0
7582,0,"banskobystricky kraj, banska bystrica",23
7583,1,"kosicky kraj, michalovce",0
7584,1,"banskobystricky kraj, banska bystrica",20
7585,0,"banskobystricky kraj, banska bystrica",0
7586,0,"banskobystricky kraj, banska bystrica",18
7587,1,"kosicky kraj, kosice - stare mesto",28
7588,1,"kosicky kraj, michalovce",23
7589,0,"banskobystricky kraj, brezno",0
7590,0,"banskobystricky kraj, brezno",19
7591,0,"banskobystricky kraj, hrinova",21
7592,1,"nitriansky kraj, nove zamky",24
7593,1,"banskobystricky kraj, brezno",22
7594,0,"banskobystricky kraj, brezno",0
7595,1,"nitriansky kraj, nove zamky",20
7596,1,"zahranicie, zahranicie - gb",0
7597,0,"zilinsky kraj, kysucke nove mesto",19
7598,1,"zilinsky kraj, kysucke nove mesto",19
7599,0,"zilinsky kraj, kysucke nove mesto",29
7600,0,"banskobystricky kraj, brezno",14
7601,0,"banskobystricky kraj, krupina",19
7602,0,"zahranicie, zahranicie - ostatne",0
7603,0,"banskobystricky kraj, brezno",0
7604,0,"banskobystricky kraj, brezno",16
7605,0,"banskobystricky kraj, brezno",20
7606,1,"banskobystricky kraj, brezno",18
7607,1,"banskobystricky kraj, brezno",0
7608,1,"banskobystricky kraj, brezno",22
7609,0,"nitriansky kraj, zlate moravce",0
7610,0,"banskobystricky kraj, brezno",0
7611,0,"banskobystricky kraj, ziar nad hronom",17
7612,0,"banskobystricky kraj, brezno",0
7613,0,"presovsky kraj, stropkov",22
7614,0,"kosicky kraj, kosice - sever",24
7615,0,"kosicky kraj, kosice - juh",24
7616,0,"nitriansky kraj, nitra",0
7617,0,"presovsky kraj, svidnik",0
7619,0,"zilinsky kraj, zilina",18
7620,1,"zilinsky kraj, bytca",22
7621,1,"zilinsky kraj, zilina",0
7623,0,"zilinsky kraj, cadca",0
7625,0,"zilinsky kraj, kysucke nove mesto",16
7626,1,"zilinsky kraj, zilina",19
7627,1,"zilinsky kraj, cadca",18
7628,1,"zahranicie, zahranicie - ostatne",20
7629,1,"zilinsky kraj, zilina",19
7630,0,"zilinsky kraj, cadca",17
7631,1,"zilinsky kraj, cadca",18
7632,1,"zilinsky kraj, cadca",19
7633,0,"zilinsky kraj, zilina",17
7634,0,"zilinsky kraj, zilina",17
7635,0,"presovsky kraj, humenne",23
7636,0,"zilinsky kraj, kysucke nove mesto",0
7637,0,"zilinsky kraj, rajec",19
7638,0,"zilinsky kraj, zilina",19
7639,0,"zilinsky kraj, zilina",18
7640,0,"zilinsky kraj, zilina",17
7641,0,"zahranicie, zahranicie - kanada",18
7642,0,"zilinsky kraj, zilina",0
7644,1,"zilinsky kraj, zilina",0
7645,1,"zahranicie, zahranicie - gb",23
7646,1,"bratislavsky kraj, bratislava - petrzalka",23
7647,1,"nitriansky kraj, nove zamky",19
7648,0,"banskobystricky kraj, brezno",20
7649,1,"nitriansky kraj, nove zamky",0
7650,1,"nitriansky kraj, nove zamky",23
7651,0,"banskobystricky kraj, brezno",20
7652,1,"nitriansky kraj, nove zamky",19
7653,1,"banskobystricky kraj, brezno",20
7654,1,"banskobystricky kraj, modry kamen",21
7655,1,"banskobystricky kraj, brezno",21
7656,0,"banskobystricky kraj, brezno",23
7657,1,"banskobystricky kraj, brezno",20
7658,1,"nitriansky kraj, nove zamky",0
7659,0,"banskobystricky kraj, brezno",18
7660,1,"banskobystricky kraj, brezno",20
7661,0,"zahranicie, zahranicie - francuzsko",0
7662,1,"zilinsky kraj, kysucke nove mesto",20
7663,0,"zilinsky kraj, kysucke nove mesto",16
7665,1,"zilinsky kraj, kysucke nove mesto",21
7667,1,"ceska republika, cz - stredni cechy",23
7668,0,"banskobystricky kraj, lucenec",0
7669,0,"zilinsky kraj, cadca",26
7670,0,"zilinsky kraj, cadca",23
7671,0,"zilinsky kraj, zilina",0
7672,1,"zilinsky kraj, kysucke nove mesto",21
7673,0,"zilinsky kraj, zilina",0
7674,0,"kosicky kraj, kosice - zapad",22
7675,0,"bratislavsky kraj, bratislava - stare mesto",24
7676,0,"kosicky kraj, kosice - dargovskych hrdinov",0
7677,0,"zilinsky kraj, zilina",24
7678,0,"nitriansky kraj, levice",0
7679,0,"zahranicie, zahranicie - francuzsko",21
7680,0,"zilinsky kraj, tvrdosin",0
7681,0,"zilinsky kraj, bytca",25
7682,0,"bratislavsky kraj, bratislava - ostatne",0
7683,0,"zilinsky kraj, kysucke nove mesto",20
7684,0,"nitriansky kraj, nitra",25
7685,0,"presovsky kraj, vranov nad toplou",0
7686,1,"banskobystricky kraj, lucenec",0
7687,0,"zahranicie, zahranicie - usa",18
7688,0,"bratislavsky kraj, bratislava - stare mesto",18
7689,1,"banskobystricky kraj, banska bystrica",20
7690,1,"kosicky kraj, velke kapusany",111
7691,1,"banskobystricky kraj, brezno",28
7692,1,"banskobystricky kraj, banska bystrica",25
7693,1,"zahranicie, zahranicie - ostatne",24
7694,1,"banskobystricky kraj, brezno",23
7695,1,"zilinsky kraj, martin",31
7696,1,"zilinsky kraj, zilina",0
7697,1,"zilinsky kraj, zilina",31
7698,1,"zilinsky kraj, kysucke nove mesto",22
7699,1,"zilinsky kraj, martin",0
7700,1,"zilinsky kraj, zilina",22
7701,1,"kosicky kraj, kosice - zapad",26
7702,1,"kosicky kraj, kosice - sever",0
7703,1,"kosicky kraj, kosice - zapad",28
7704,1,"kosicky kraj, trebisov",24
7705,0,"presovsky kraj, stara lubovna",28
7707,0,"kosicky kraj, kosice - zapad",0
7709,0,"presovsky kraj, svidnik",22
7710,0,"banskobystricky kraj, brezno",25
7713,1,"banskobystricky kraj, brezno",22
7714,0,"banskobystricky kraj, brezno",25
7715,0,"kosicky kraj, kosice - dargovskych hrdinov",0
7716,0,"presovsky kraj, poprad",0
7717,0,"zahranicie, zahranicie - nemecko",20
7718,0,"presovsky kraj, svidnik",19
7719,0,"nitriansky kraj, topolcany",0
7720,0,"zilinsky kraj, liptovsky mikulas",23
7721,0,"kosicky kraj, roznava",0
7722,0,"presovsky kraj, vranov nad toplou",22
7723,0,"zilinsky kraj, zilina",21
7724,0,"banskobystricky kraj, brezno",21
7725,1,"banskobystricky kraj, brezno",20
7727,0,"banskobystricky kraj, brezno",0
7729,1,"banskobystricky kraj, brezno",20
7730,0,"zahranicie, zahranicie - usa",19
7731,1,"banskobystricky kraj, brezno",19
7732,1,"zilinsky kraj, bytca",21
7733,0,"zilinsky kraj, zilina",17
7734,0,"banskobystricky kraj, brezno",19
7735,0,"zilinsky kraj, kysucke nove mesto",20
7736,0,"zilinsky kraj, zilina",18
7737,0,"nitriansky kraj, nove zamky",19
7739,0,"zilinsky kraj, zilina",20
7740,1,"banskobystricky kraj, brezno",23
7741,1,"zilinsky kraj, zilina",20
7743,0,"banskobystricky kraj, brezno",23
7746,1,"kosicky kraj, roznava",21
7747,0,"bratislavsky kraj, senec",19
7748,1,"zahranicie, zahranicie - ostatne",21
7749,0,"zilinsky kraj, cadca",22
7750,0,"zilinsky kraj, zilina",18
7751,0,"banskobystricky kraj, brezno",19
7752,0,"zilinsky kraj, kysucke nove mesto",29
7753,1,"zilinsky kraj, zilina",20
7754,0,"zilinsky kraj, zilina",18
7755,0,"zilinsky kraj, zilina",17
7756,1,"zilinsky kraj, kysucke nove mesto",22
7757,0,"zilinsky kraj, zilina",20
7758,0,"zilinsky kraj, cadca",21
7759,0,"zilinsky kraj, zilina",17
7760,0,"zahranicie, zahranicie - australia",17
7761,0,"zilinsky kraj, zilina",19
7762,0,"zilinsky kraj, zilina",0
7763,1,"nitriansky kraj, levice",0
7764,0,"ceska republika, cz - stredni cechy",0
7765,0,"zilinsky kraj, cadca",22
7766,0,"presovsky kraj, sabinov",21
7767,0,"trenciansky kraj, prievidza",0
7768,0,"zilinsky kraj, kysucke nove mesto",0
7769,1,"zilinsky kraj, kysucke nove mesto",0
7770,1,"zilinsky kraj, kysucke nove mesto",23
7771,0,"zilinsky kraj, zilina",22
7772,0,"bratislavsky kraj, bratislava - karlova ves",22
7773,0,"bratislavsky kraj, bratislava - nove mesto",24
7774,0,"banskobystricky kraj, brezno",19
7775,0,"trenciansky kraj, puchov",21
7776,1,"banskobystricky kraj, brezno",27
7778,0,"zilinsky kraj, kysucke nove mesto",22
7779,1,"banskobystricky kraj, brezno",19
7780,0,"zilinsky kraj, namestovo",20
7781,0,"banskobystricky kraj, velky krtis",18
7782,1,"nitriansky kraj, levice",36
7783,1,"banskobystricky kraj, brezno",20
7784,1,"banskobystricky kraj, brezno",0
7785,0,"banskobystricky kraj, brezno",18
7786,1,"banskobystricky kraj, brezno",21
7787,0,"banskobystricky kraj, brezno",19
7788,1,"banskobystricky kraj, brezno",19
7789,0,"banskobystricky kraj, brezno",0
7790,0,"banskobystricky kraj, brezno",0
7791,1,"banskobystricky kraj, brezno",21
7792,0,"banskobystricky kraj, zvolen",0
7793,0,"bratislavsky kraj, bratislava - ruzinov",21
7794,1,"zahranicie, zahranicie - rakusko",0
7795,1,"trnavsky kraj, senica",21
7796,1,"trenciansky kraj, trencin",24
7797,0,"zilinsky kraj, liptovsky hradok",14
7798,0,"kosicky kraj, krompachy",13
7799,1,"zahranicie, zahranicie - gb",15
7800,0,"trnavsky kraj, trnava",24
7801,0,"trnavsky kraj, sered",22
7802,1,"zilinsky kraj, cadca",19
7803,0,"presovsky kraj, humenne",16
7804,0,"banskobystricky kraj, hnusta",0
7805,0,"zilinsky kraj, cadca",21
7806,1,"presovsky kraj, humenne",19
7807,1,"zilinsky kraj, zilina",0
7808,0,"trnavsky kraj, sladkovicovo",18
7810,0,"banskobystricky kraj, tornala",23
7812,1,"trenciansky kraj, brezova pod bradlom",0
7814,0,"trnavsky kraj, senica",19
7816,1,"zilinsky kraj, cadca",19
7817,1,"zilinsky kraj, cadca",0
7818,1,"zilinsky kraj, cadca",20
7821,1,"kosicky kraj, kosice - zapad",25
7822,0,"kosicky kraj, sobrance",26
7823,0,"banskobystricky kraj, banska bystrica",22
7824,1,"banskobystricky kraj, revuca",24
7826,1,"bratislavsky kraj, bratislava - okolie",26
7827,0,"banskobystricky kraj, brezno",23
7828,0,"kosicky kraj, kosice - juh",0
7829,0,"kosicky kraj, trebisov",23
7831,1,"banskobystricky kraj, brezno",26
7832,0,"kosicky kraj, kosice - dargovskych hrdinov",0
7834,0,"banskobystricky kraj, brezno",24
7835,1,"zilinsky kraj, zilina",0
7836,0,"zahranicie, zahranicie - kanada",0
7837,0,"zilinsky kraj, turzovka",18
7838,1,"zahranicie, zahranicie - nemecko",27
7839,1,"zahranicie, zahranicie - nemecko",26
7840,0,"banskobystricky kraj, brezno",14
